object_height_mm,paraxial_image_height_mm,centroid_image_height_mm,distortion_um,relative_distortion_ppm,rms_spot_radius_um,rms_sagittal_um,rms_tangential_um,ee80_radius_um,best_focus_shift_mm,best_focus_rms_spot_um,sagittal_focus_shift_mm,tangential_focus_shift_mm,astigmatic_separation_mm,unvignetted_rays
56.0,14.0,14.000010783337805,0.010783337804909365,0.7702384146046626,0.09221876642142054,0.062242546873748264,0.06804532488685591,0.11107445593932704,-0.0001300154201631316,0.012736098513325666,-0.00012421922858037,-0.00013583881814752385,-1.1619589567153844e-05,408
62.0,15.5,15.500005107226627,0.005107226627387718,0.3294984920465538,0.08622581210672314,0.05885465336331807,0.06301603328477283,0.10534665172012876,-0.00012091145537647907,0.01492236547853793,-0.00011567030021192065,-0.00012617838445718618,-1.0508084245265523e-05,408
67.0,16.75,16.750014383353754,0.014383353754254813,0.8587076867350163,0.08118122399828923,0.05905111297738746,0.05570778389051421,0.1032421068621834,-0.00011576883218540275,0.020834862334615706,-0.00011056054706617697,-0.00012247998318610443,-1.1919436119927463e-05,390
